"X.DC.","X.1.","X.HI.","X.1..1","X.1..2"
"DC","1","HI","1","1"
"DC","1","VT","1","1"
"DC","1","MD","1","1"
"DC","1","MA","1","1"
"DC","1","CA","1","1"
"DC","1","IL","0.999333333333333","1"
"DC","1","NY","0.999333333333333","1"
"DC","1","RI","0.994666666666667","1"
"DC","1","WA","0.985333333333333","1"
"DC","1","DE","0.992666666666667","1"
"DC","1","NJ","0.973333333333333","1"
"DC","1","NM","0.922666666666667","1"
"DC","1","OR","0.940666666666667","1"
"DC","1","MN","0.865333333333333","1"
"DC","1","CT","0.927333333333333","1"
"DC","1","WI","0.663333333333333","1"
"DC","1","MI","0.719333333333333","1"
"DC","1","ME","0.830666666666667","1"
"DC","1","CO","0.598666666666667","1"
"DC","1","VA","0.638666666666667","1"
"DC","1","NH","0.445333333333333","0"
"DC","1","--","0.484666666666667","0"
"DC","1","IA","0.0786666666666667","0"
"DC","1","PA","0.383333333333333","0"
"DC","1","NV","0.212666666666667","0"
"DC","1","OH","0.174666666666667","0"
"DC","1","FL","0.132666666666667","0"
"DC","1","AZ","0.0133333333333333","0"
"DC","1","NC","0.151333333333333","0"
"DC","1","GA","0.036","0"
"DC","1","AK","0.000666666666666667","0"
"DC","1","MO","0.000666666666666667","0"
"DC","1","TX","0.000666666666666667","0"
"DC","1","SC","0.00666666666666667","0"
"DC","1","UT","0","0"
"DC","1","KS","0","0"
"DC","1","MS","0.00733333333333333","0"
"DC","1","IN","0","0"
"DC","1","NE","0","0"
"DC","1","SD","0","0"
"DC","1","MT","0","0"
"DC","1","LA","0.000666666666666667","0"
"DC","1","ND","0","0"
"DC","1","AR","0","0"
"DC","1","TN","0","0"
"DC","1","KY","0","0"
"DC","1","ID","0","0"
"DC","1","AL","0","0"
"DC","1","OK","0","0"
"DC","1","WV","0","0"
"DC","1","WY","0","0"
"HI","1","DC","1","1"
"HI","1","VT","1","1"
"HI","1","MD","1","1"
"HI","1","MA","1","1"
"HI","1","CA","1","1"
"HI","1","IL","0.999333333333333","1"
"HI","1","NY","0.999333333333333","1"
"HI","1","RI","0.994666666666667","1"
"HI","1","WA","0.985333333333333","1"
"HI","1","DE","0.992666666666667","1"
"HI","1","NJ","0.973333333333333","1"
"HI","1","NM","0.922666666666667","1"
"HI","1","OR","0.940666666666667","1"
"HI","1","MN","0.865333333333333","1"
"HI","1","CT","0.927333333333333","1"
"HI","1","WI","0.663333333333333","1"
"HI","1","MI","0.719333333333333","1"
"HI","1","ME","0.830666666666667","1"
"HI","1","CO","0.598666666666667","1"
"HI","1","VA","0.638666666666667","1"
"HI","1","NH","0.445333333333333","0"
"HI","1","--","0.484666666666667","0"
"HI","1","IA","0.0786666666666667","0"
"HI","1","PA","0.383333333333333","0"
"HI","1","NV","0.212666666666667","0"
"HI","1","OH","0.174666666666667","0"
"HI","1","FL","0.132666666666667","0"
"HI","1","AZ","0.0133333333333333","0"
"HI","1","NC","0.151333333333333","0"
"HI","1","GA","0.036","0"
"HI","1","AK","0.000666666666666667","0"
"HI","1","MO","0.000666666666666667","0"
"HI","1","TX","0.000666666666666667","0"
"HI","1","SC","0.00666666666666667","0"
"HI","1","UT","0","0"
"HI","1","KS","0","0"
"HI","1","MS","0.00733333333333333","0"
"HI","1","IN","0","0"
"HI","1","NE","0","0"
"HI","1","SD","0","0"
"HI","1","MT","0","0"
"HI","1","LA","0.000666666666666667","0"
"HI","1","ND","0","0"
"HI","1","AR","0","0"
"HI","1","TN","0","0"
"HI","1","KY","0","0"
"HI","1","ID","0","0"
"HI","1","AL","0","0"
"HI","1","OK","0","0"
"HI","1","WV","0","0"
"HI","1","WY","0","0"
"VT","1","DC","1","1"
"VT","1","HI","1","1"
"VT","1","MD","1","1"
"VT","1","MA","1","1"
"VT","1","CA","1","1"
"VT","1","IL","0.999333333333333","1"
"VT","1","NY","0.999333333333333","1"
"VT","1","RI","0.994666666666667","1"
"VT","1","WA","0.985333333333333","1"
"VT","1","DE","0.992666666666667","1"
"VT","1","NJ","0.973333333333333","1"
"VT","1","NM","0.922666666666667","1"
"VT","1","OR","0.940666666666667","1"
"VT","1","MN","0.865333333333333","1"
"VT","1","CT","0.927333333333333","1"
"VT","1","WI","0.663333333333333","1"
"VT","1","MI","0.719333333333333","1"
"VT","1","ME","0.830666666666667","1"
"VT","1","CO","0.598666666666667","1"
"VT","1","VA","0.638666666666667","1"
"VT","1","NH","0.445333333333333","0"
"VT","1","--","0.484666666666667","0"
"VT","1","IA","0.0786666666666667","0"
"VT","1","PA","0.383333333333333","0"
"VT","1","NV","0.212666666666667","0"
"VT","1","OH","0.174666666666667","0"
"VT","1","FL","0.132666666666667","0"
"VT","1","AZ","0.0133333333333333","0"
"VT","1","NC","0.151333333333333","0"
"VT","1","GA","0.036","0"
"VT","1","AK","0.000666666666666667","0"
"VT","1","MO","0.000666666666666667","0"
"VT","1","TX","0.000666666666666667","0"
"VT","1","SC","0.00666666666666667","0"
"VT","1","UT","0","0"
"VT","1","KS","0","0"
"VT","1","MS","0.00733333333333333","0"
"VT","1","IN","0","0"
"VT","1","NE","0","0"
"VT","1","SD","0","0"
"VT","1","MT","0","0"
"VT","1","LA","0.000666666666666667","0"
"VT","1","ND","0","0"
"VT","1","AR","0","0"
"VT","1","TN","0","0"
"VT","1","KY","0","0"
"VT","1","ID","0","0"
"VT","1","AL","0","0"
"VT","1","OK","0","0"
"VT","1","WV","0","0"
"VT","1","WY","0","0"
"MD","1","DC","1","1"
"MD","1","HI","1","1"
"MD","1","VT","1","1"
"MD","1","MA","1","1"
"MD","1","CA","1","1"
"MD","1","IL","0.999333333333333","1"
"MD","1","NY","0.999333333333333","1"
"MD","1","RI","0.994666666666667","1"
"MD","1","WA","0.985333333333333","1"
"MD","1","DE","0.992666666666667","1"
"MD","1","NJ","0.973333333333333","1"
"MD","1","NM","0.922666666666667","1"
"MD","1","OR","0.940666666666667","1"
"MD","1","MN","0.865333333333333","1"
"MD","1","CT","0.927333333333333","1"
"MD","1","WI","0.663333333333333","1"
"MD","1","MI","0.719333333333333","1"
"MD","1","ME","0.830666666666667","1"
"MD","1","CO","0.598666666666667","1"
"MD","1","VA","0.638666666666667","1"
"MD","1","NH","0.445333333333333","0"
"MD","1","--","0.484666666666667","0"
"MD","1","IA","0.0786666666666667","0"
"MD","1","PA","0.383333333333333","0"
"MD","1","NV","0.212666666666667","0"
"MD","1","OH","0.174666666666667","0"
"MD","1","FL","0.132666666666667","0"
"MD","1","AZ","0.0133333333333333","0"
"MD","1","NC","0.151333333333333","0"
"MD","1","GA","0.036","0"
"MD","1","AK","0.000666666666666667","0"
"MD","1","MO","0.000666666666666667","0"
"MD","1","TX","0.000666666666666667","0"
"MD","1","SC","0.00666666666666667","0"
"MD","1","UT","0","0"
"MD","1","KS","0","0"
"MD","1","MS","0.00733333333333333","0"
"MD","1","IN","0","0"
"MD","1","NE","0","0"
"MD","1","SD","0","0"
"MD","1","MT","0","0"
"MD","1","LA","0.000666666666666667","0"
"MD","1","ND","0","0"
"MD","1","AR","0","0"
"MD","1","TN","0","0"
"MD","1","KY","0","0"
"MD","1","ID","0","0"
"MD","1","AL","0","0"
"MD","1","OK","0","0"
"MD","1","WV","0","0"
"MD","1","WY","0","0"
"MA","1","DC","1","1"
"MA","1","HI","1","1"
"MA","1","VT","1","1"
"MA","1","MD","1","1"
"MA","1","CA","1","1"
"MA","1","IL","0.999333333333333","1"
"MA","1","NY","0.999333333333333","1"
"MA","1","RI","0.994666666666667","1"
"MA","1","WA","0.985333333333333","1"
"MA","1","DE","0.992666666666667","1"
"MA","1","NJ","0.973333333333333","1"
"MA","1","NM","0.922666666666667","1"
"MA","1","OR","0.940666666666667","1"
"MA","1","MN","0.865333333333333","1"
"MA","1","CT","0.927333333333333","1"
"MA","1","WI","0.663333333333333","1"
"MA","1","MI","0.719333333333333","1"
"MA","1","ME","0.830666666666667","1"
"MA","1","CO","0.598666666666667","1"
"MA","1","VA","0.638666666666667","1"
"MA","1","NH","0.445333333333333","0"
"MA","1","--","0.484666666666667","0"
"MA","1","IA","0.0786666666666667","0"
"MA","1","PA","0.383333333333333","0"
"MA","1","NV","0.212666666666667","0"
"MA","1","OH","0.174666666666667","0"
"MA","1","FL","0.132666666666667","0"
"MA","1","AZ","0.0133333333333333","0"
"MA","1","NC","0.151333333333333","0"
"MA","1","GA","0.036","0"
"MA","1","AK","0.000666666666666667","0"
"MA","1","MO","0.000666666666666667","0"
"MA","1","TX","0.000666666666666667","0"
"MA","1","SC","0.00666666666666667","0"
"MA","1","UT","0","0"
"MA","1","KS","0","0"
"MA","1","MS","0.00733333333333333","0"
"MA","1","IN","0","0"
"MA","1","NE","0","0"
"MA","1","SD","0","0"
"MA","1","MT","0","0"
"MA","1","LA","0.000666666666666667","0"
"MA","1","ND","0","0"
"MA","1","AR","0","0"
"MA","1","TN","0","0"
"MA","1","KY","0","0"
"MA","1","ID","0","0"
"MA","1","AL","0","0"
"MA","1","OK","0","0"
"MA","1","WV","0","0"
"MA","1","WY","0","0"
"CA","1","DC","1","1"
"CA","1","HI","1","1"
"CA","1","VT","1","1"
"CA","1","MD","1","1"
"CA","1","MA","1","1"
"CA","1","IL","0.999333333333333","1"
"CA","1","NY","0.999333333333333","1"
"CA","1","RI","0.994666666666667","1"
"CA","1","WA","0.985333333333333","1"
"CA","1","DE","0.992666666666667","1"
"CA","1","NJ","0.973333333333333","1"
"CA","1","NM","0.922666666666667","1"
"CA","1","OR","0.940666666666667","1"
"CA","1","MN","0.865333333333333","1"
"CA","1","CT","0.927333333333333","1"
"CA","1","WI","0.663333333333333","1"
"CA","1","MI","0.719333333333333","1"
"CA","1","ME","0.830666666666667","1"
"CA","1","CO","0.598666666666667","1"
"CA","1","VA","0.638666666666667","1"
"CA","1","NH","0.445333333333333","0"
"CA","1","--","0.484666666666667","0"
"CA","1","IA","0.0786666666666667","0"
"CA","1","PA","0.383333333333333","0"
"CA","1","NV","0.212666666666667","0"
"CA","1","OH","0.174666666666667","0"
"CA","1","FL","0.132666666666667","0"
"CA","1","AZ","0.0133333333333333","0"
"CA","1","NC","0.151333333333333","0"
"CA","1","GA","0.036","0"
"CA","1","AK","0.000666666666666667","0"
"CA","1","MO","0.000666666666666667","0"
"CA","1","TX","0.000666666666666667","0"
"CA","1","SC","0.00666666666666667","0"
"CA","1","UT","0","0"
"CA","1","KS","0","0"
"CA","1","MS","0.00733333333333333","0"
"CA","1","IN","0","0"
"CA","1","NE","0","0"
"CA","1","SD","0","0"
"CA","1","MT","0","0"
"CA","1","LA","0.000666666666666667","0"
"CA","1","ND","0","0"
"CA","1","AR","0","0"
"CA","1","TN","0","0"
"CA","1","KY","0","0"
"CA","1","ID","0","0"
"CA","1","AL","0","0"
"CA","1","OK","0","0"
"CA","1","WV","0","0"
"CA","1","WY","0","0"
"IL","0.999333333333333","DC","1","1"
"IL","0.999333333333333","HI","1","1"
"IL","0.999333333333333","VT","1","1"
"IL","0.999333333333333","MD","1","1"
"IL","0.999333333333333","MA","1","1"
"IL","0.999333333333333","CA","1","1"
"IL","0.999333333333333","NY","0.999333333333333","1"
"IL","0.999333333333333","RI","0.994666666666667","1"
"IL","0.999333333333333","WA","0.985333333333333","1"
"IL","0.999333333333333","DE","0.992666666666667","1"
"IL","0.999333333333333","NJ","0.973333333333333","1"
"IL","0.999333333333333","NM","0.922666666666667","1"
"IL","0.999333333333333","OR","0.940666666666667","1"
"IL","0.999333333333333","MN","0.865333333333333","1"
"IL","0.999333333333333","CT","0.927333333333333","1"
"IL","0.999333333333333","WI","0.663333333333333","1"
"IL","0.999333333333333","MI","0.719333333333333","1"
"IL","0.999333333333333","ME","0.830666666666667","1"
"IL","0.999333333333333","CO","0.598666666666667","1"
"IL","0.999333333333333","VA","0.638666666666667","1"
"IL","0.999333333333333","NH","0.445333333333333","0"
"IL","0.999333333333333","--","0.484666666666667","0"
"IL","0.999333333333333","IA","0.0786666666666667","0"
"IL","0.999333333333333","PA","0.383333333333333","0"
"IL","0.999333333333333","NV","0.212666666666667","0"
"IL","0.999333333333333","OH","0.174666666666667","0"
"IL","0.999333333333333","FL","0.132666666666667","0"
"IL","0.999333333333333","AZ","0.0133333333333333","0"
"IL","0.999333333333333","NC","0.151333333333333","0"
"IL","0.999333333333333","GA","0.036","0"
"IL","0.999333333333333","AK","0.000666666666666667","0"
"IL","0.999333333333333","MO","0.000666666666666667","0"
"IL","0.999333333333333","TX","0.000666666666666667","0"
"IL","0.999333333333333","SC","0.00666666666666667","0"
"IL","0.999333333333333","UT","0","0"
"IL","0.999333333333333","KS","0","0"
"IL","0.999333333333333","MS","0.00733333333333333","0"
"IL","0.999333333333333","IN","0","0"
"IL","0.999333333333333","NE","0","0"
"IL","0.999333333333333","SD","0","0"
"IL","0.999333333333333","MT","0","0"
"IL","0.999333333333333","LA","0.000666666666666667","0"
"IL","0.999333333333333","ND","0","0"
"IL","0.999333333333333","AR","0","0"
"IL","0.999333333333333","TN","0","0"
"IL","0.999333333333333","KY","0","0"
"IL","0.999333333333333","ID","0","0"
"IL","0.999333333333333","AL","0","0"
"IL","0.999333333333333","OK","0","0"
"IL","0.999333333333333","WV","0","0"
"IL","0.999333333333333","WY","0","0"
"NY","0.999333333333333","DC","1","1"
"NY","0.999333333333333","HI","1","1"
"NY","0.999333333333333","VT","1","1"
"NY","0.999333333333333","MD","1","1"
"NY","0.999333333333333","MA","1","1"
"NY","0.999333333333333","CA","1","1"
"NY","0.999333333333333","IL","0.999333333333333","1"
"NY","0.999333333333333","RI","0.994666666666667","1"
"NY","0.999333333333333","WA","0.985333333333333","1"
"NY","0.999333333333333","DE","0.992666666666667","1"
"NY","0.999333333333333","NJ","0.973333333333333","1"
"NY","0.999333333333333","NM","0.922666666666667","1"
"NY","0.999333333333333","OR","0.940666666666667","1"
"NY","0.999333333333333","MN","0.865333333333333","1"
"NY","0.999333333333333","CT","0.927333333333333","1"
"NY","0.999333333333333","WI","0.663333333333333","1"
"NY","0.999333333333333","MI","0.719333333333333","1"
"NY","0.999333333333333","ME","0.830666666666667","1"
"NY","0.999333333333333","CO","0.598666666666667","1"
"NY","0.999333333333333","VA","0.638666666666667","1"
"NY","0.999333333333333","NH","0.445333333333333","0"
"NY","0.999333333333333","--","0.484666666666667","0"
"NY","0.999333333333333","IA","0.0786666666666667","0"
"NY","0.999333333333333","PA","0.383333333333333","0"
"NY","0.999333333333333","NV","0.212666666666667","0"
"NY","0.999333333333333","OH","0.174666666666667","0"
"NY","0.999333333333333","FL","0.132666666666667","0"
"NY","0.999333333333333","AZ","0.0133333333333333","0"
"NY","0.999333333333333","NC","0.151333333333333","0"
"NY","0.999333333333333","GA","0.036","0"
"NY","0.999333333333333","AK","0.000666666666666667","0"
"NY","0.999333333333333","MO","0.000666666666666667","0"
"NY","0.999333333333333","TX","0.000666666666666667","0"
"NY","0.999333333333333","SC","0.00666666666666667","0"
"NY","0.999333333333333","UT","0","0"
"NY","0.999333333333333","KS","0","0"
"NY","0.999333333333333","MS","0.00733333333333333","0"
"NY","0.999333333333333","IN","0","0"
"NY","0.999333333333333","NE","0","0"
"NY","0.999333333333333","SD","0","0"
"NY","0.999333333333333","MT","0","0"
"NY","0.999333333333333","LA","0.000666666666666667","0"
"NY","0.999333333333333","ND","0","0"
"NY","0.999333333333333","AR","0","0"
"NY","0.999333333333333","TN","0","0"
"NY","0.999333333333333","KY","0","0"
"NY","0.999333333333333","ID","0","0"
"NY","0.999333333333333","AL","0","0"
"NY","0.999333333333333","OK","0","0"
"NY","0.999333333333333","WV","0","0"
"NY","0.999333333333333","WY","0","0"
"RI","0.994666666666667","DC","1","1"
"RI","0.994666666666667","HI","1","1"
"RI","0.994666666666667","VT","1","1"
"RI","0.994666666666667","MD","1","1"
"RI","0.994666666666667","MA","1","1"
"RI","0.994666666666667","CA","1","1"
"RI","0.994666666666667","IL","0.999333333333333","1"
"RI","0.994666666666667","NY","0.999333333333333","1"
"RI","0.994666666666667","WA","0.985333333333333","1"
"RI","0.994666666666667","DE","0.992666666666667","1"
"RI","0.994666666666667","NJ","0.973333333333333","1"
"RI","0.994666666666667","NM","0.922666666666667","1"
"RI","0.994666666666667","OR","0.940666666666667","1"
"RI","0.994666666666667","MN","0.865333333333333","1"
"RI","0.994666666666667","CT","0.927333333333333","1"
"RI","0.994666666666667","WI","0.663333333333333","1"
"RI","0.994666666666667","MI","0.719333333333333","1"
"RI","0.994666666666667","ME","0.830666666666667","1"
"RI","0.994666666666667","CO","0.598666666666667","1"
"RI","0.994666666666667","VA","0.638666666666667","1"
"RI","0.994666666666667","NH","0.445333333333333","0"
"RI","0.994666666666667","--","0.484666666666667","0"
"RI","0.994666666666667","IA","0.0786666666666667","0"
"RI","0.994666666666667","PA","0.383333333333333","0"
"RI","0.994666666666667","NV","0.212666666666667","0"
"RI","0.994666666666667","OH","0.174666666666667","0"
"RI","0.994666666666667","FL","0.132666666666667","0"
"RI","0.994666666666667","AZ","0.0133333333333333","0"
"RI","0.994666666666667","NC","0.151333333333333","0"
"RI","0.994666666666667","GA","0.036","0"
"RI","0.994666666666667","AK","0.000666666666666667","0"
"RI","0.994666666666667","MO","0.000666666666666667","0"
"RI","0.994666666666667","TX","0.000666666666666667","0"
"RI","0.994666666666667","SC","0.00666666666666667","0"
"RI","0.994666666666667","UT","0","0"
"RI","0.994666666666667","KS","0","0"
"RI","0.994666666666667","MS","0.00733333333333333","0"
"RI","0.994666666666667","IN","0","0"
"RI","0.994666666666667","NE","0","0"
"RI","0.994666666666667","SD","0","0"
"RI","0.994666666666667","MT","0","0"
"RI","0.994666666666667","LA","0.000666666666666667","0"
"RI","0.994666666666667","ND","0","0"
"RI","0.994666666666667","AR","0","0"
"RI","0.994666666666667","TN","0","0"
"RI","0.994666666666667","KY","0","0"
"RI","0.994666666666667","ID","0","0"
"RI","0.994666666666667","AL","0","0"
"RI","0.994666666666667","OK","0","0"
"RI","0.994666666666667","WV","0","0"
"RI","0.994666666666667","WY","0","0"
"WA","0.985333333333333","DC","1","1"
"WA","0.985333333333333","HI","1","1"
"WA","0.985333333333333","VT","1","1"
"WA","0.985333333333333","MD","1","1"
"WA","0.985333333333333","MA","1","1"
"WA","0.985333333333333","CA","1","1"
"WA","0.985333333333333","IL","0.999333333333333","1"
"WA","0.985333333333333","NY","0.999333333333333","1"
"WA","0.985333333333333","RI","0.994666666666667","1"
"WA","0.985333333333333","DE","0.992666666666667","1"
"WA","0.985333333333333","NJ","0.973333333333333","1"
"WA","0.985333333333333","NM","0.922666666666667","1"
"WA","0.985333333333333","OR","0.940666666666667","1"
"WA","0.985333333333333","MN","0.865333333333333","1"
"WA","0.985333333333333","CT","0.927333333333333","1"
"WA","0.985333333333333","WI","0.663333333333333","1"
"WA","0.985333333333333","MI","0.719333333333333","1"
"WA","0.985333333333333","ME","0.830666666666667","1"
"WA","0.985333333333333","CO","0.598666666666667","1"
"WA","0.985333333333333","VA","0.638666666666667","1"
"WA","0.985333333333333","NH","0.445333333333333","0"
"WA","0.985333333333333","--","0.484666666666667","0"
"WA","0.985333333333333","IA","0.0786666666666667","0"
"WA","0.985333333333333","PA","0.383333333333333","0"
"WA","0.985333333333333","NV","0.212666666666667","0"
"WA","0.985333333333333","OH","0.174666666666667","0"
"WA","0.985333333333333","FL","0.132666666666667","0"
"WA","0.985333333333333","AZ","0.0133333333333333","0"
"WA","0.985333333333333","NC","0.151333333333333","0"
"WA","0.985333333333333","GA","0.036","0"
"WA","0.985333333333333","AK","0.000666666666666667","0"
"WA","0.985333333333333","MO","0.000666666666666667","0"
"WA","0.985333333333333","TX","0.000666666666666667","0"
"WA","0.985333333333333","SC","0.00666666666666667","0"
"WA","0.985333333333333","UT","0","0"
"WA","0.985333333333333","KS","0","0"
"WA","0.985333333333333","MS","0.00733333333333333","0"
"WA","0.985333333333333","IN","0","0"
"WA","0.985333333333333","NE","0","0"
"WA","0.985333333333333","SD","0","0"
"WA","0.985333333333333","MT","0","0"
"WA","0.985333333333333","LA","0.000666666666666667","0"
"WA","0.985333333333333","ND","0","0"
"WA","0.985333333333333","AR","0","0"
"WA","0.985333333333333","TN","0","0"
"WA","0.985333333333333","KY","0","0"
"WA","0.985333333333333","ID","0","0"
"WA","0.985333333333333","AL","0","0"
"WA","0.985333333333333","OK","0","0"
"WA","0.985333333333333","WV","0","0"
"WA","0.985333333333333","WY","0","0"
"DE","0.992666666666667","DC","1","1"
"DE","0.992666666666667","HI","1","1"
"DE","0.992666666666667","VT","1","1"
"DE","0.992666666666667","MD","1","1"
"DE","0.992666666666667","MA","1","1"
"DE","0.992666666666667","CA","1","1"
"DE","0.992666666666667","IL","0.999333333333333","1"
"DE","0.992666666666667","NY","0.999333333333333","1"
"DE","0.992666666666667","RI","0.994666666666667","1"
"DE","0.992666666666667","WA","0.985333333333333","1"
"DE","0.992666666666667","NJ","0.973333333333333","1"
"DE","0.992666666666667","NM","0.922666666666667","1"
"DE","0.992666666666667","OR","0.940666666666667","1"
"DE","0.992666666666667","MN","0.865333333333333","1"
"DE","0.992666666666667","CT","0.927333333333333","1"
"DE","0.992666666666667","WI","0.663333333333333","1"
"DE","0.992666666666667","MI","0.719333333333333","1"
"DE","0.992666666666667","ME","0.830666666666667","1"
"DE","0.992666666666667","CO","0.598666666666667","1"
"DE","0.992666666666667","VA","0.638666666666667","1"
"DE","0.992666666666667","NH","0.445333333333333","0"
"DE","0.992666666666667","--","0.484666666666667","0"
"DE","0.992666666666667","IA","0.0786666666666667","0"
"DE","0.992666666666667","PA","0.383333333333333","0"
"DE","0.992666666666667","NV","0.212666666666667","0"
"DE","0.992666666666667","OH","0.174666666666667","0"
"DE","0.992666666666667","FL","0.132666666666667","0"
"DE","0.992666666666667","AZ","0.0133333333333333","0"
"DE","0.992666666666667","NC","0.151333333333333","0"
"DE","0.992666666666667","GA","0.036","0"
"DE","0.992666666666667","AK","0.000666666666666667","0"
"DE","0.992666666666667","MO","0.000666666666666667","0"
"DE","0.992666666666667","TX","0.000666666666666667","0"
"DE","0.992666666666667","SC","0.00666666666666667","0"
"DE","0.992666666666667","UT","0","0"
"DE","0.992666666666667","KS","0","0"
"DE","0.992666666666667","MS","0.00733333333333333","0"
"DE","0.992666666666667","IN","0","0"
"DE","0.992666666666667","NE","0","0"
"DE","0.992666666666667","SD","0","0"
"DE","0.992666666666667","MT","0","0"
"DE","0.992666666666667","LA","0.000666666666666667","0"
"DE","0.992666666666667","ND","0","0"
"DE","0.992666666666667","AR","0","0"
"DE","0.992666666666667","TN","0","0"
"DE","0.992666666666667","KY","0","0"
"DE","0.992666666666667","ID","0","0"
"DE","0.992666666666667","AL","0","0"
"DE","0.992666666666667","OK","0","0"
"DE","0.992666666666667","WV","0","0"
"DE","0.992666666666667","WY","0","0"
"NJ","0.973333333333333","DC","1","1"
"NJ","0.973333333333333","HI","1","1"
"NJ","0.973333333333333","VT","1","1"
"NJ","0.973333333333333","MD","1","1"
"NJ","0.973333333333333","MA","1","1"
"NJ","0.973333333333333","CA","1","1"
"NJ","0.973333333333333","IL","0.999333333333333","1"
"NJ","0.973333333333333","NY","0.999333333333333","1"
"NJ","0.973333333333333","RI","0.994666666666667","1"
"NJ","0.973333333333333","WA","0.985333333333333","1"
"NJ","0.973333333333333","DE","0.992666666666667","1"
"NJ","0.973333333333333","NM","0.922666666666667","1"
"NJ","0.973333333333333","OR","0.940666666666667","1"
"NJ","0.973333333333333","MN","0.865333333333333","1"
"NJ","0.973333333333333","CT","0.927333333333333","1"
"NJ","0.973333333333333","WI","0.663333333333333","1"
"NJ","0.973333333333333","MI","0.719333333333333","1"
"NJ","0.973333333333333","ME","0.830666666666667","1"
"NJ","0.973333333333333","CO","0.598666666666667","1"
"NJ","0.973333333333333","VA","0.638666666666667","1"
"NJ","0.973333333333333","NH","0.445333333333333","0"
"NJ","0.973333333333333","--","0.484666666666667","0"
"NJ","0.973333333333333","IA","0.0786666666666667","0"
"NJ","0.973333333333333","PA","0.383333333333333","0"
"NJ","0.973333333333333","NV","0.212666666666667","0"
"NJ","0.973333333333333","OH","0.174666666666667","0"
"NJ","0.973333333333333","FL","0.132666666666667","0"
"NJ","0.973333333333333","AZ","0.0133333333333333","0"
"NJ","0.973333333333333","NC","0.151333333333333","0"
"NJ","0.973333333333333","GA","0.036","0"
"NJ","0.973333333333333","AK","0.000666666666666667","0"
"NJ","0.973333333333333","MO","0.000666666666666667","0"
"NJ","0.973333333333333","TX","0.000666666666666667","0"
"NJ","0.973333333333333","SC","0.00666666666666667","0"
"NJ","0.973333333333333","UT","0","0"
"NJ","0.973333333333333","KS","0","0"
"NJ","0.973333333333333","MS","0.00733333333333333","0"
"NJ","0.973333333333333","IN","0","0"
"NJ","0.973333333333333","NE","0","0"
"NJ","0.973333333333333","SD","0","0"
"NJ","0.973333333333333","MT","0","0"
"NJ","0.973333333333333","LA","0.000666666666666667","0"
"NJ","0.973333333333333","ND","0","0"
"NJ","0.973333333333333","AR","0","0"
"NJ","0.973333333333333","TN","0","0"
"NJ","0.973333333333333","KY","0","0"
"NJ","0.973333333333333","ID","0","0"
"NJ","0.973333333333333","AL","0","0"
"NJ","0.973333333333333","OK","0","0"
"NJ","0.973333333333333","WV","0","0"
"NJ","0.973333333333333","WY","0","0"
"NM","0.922666666666667","DC","1","1"
"NM","0.922666666666667","HI","1","1"
"NM","0.922666666666667","VT","1","1"
"NM","0.922666666666667","MD","1","1"
"NM","0.922666666666667","MA","1","1"
"NM","0.922666666666667","CA","1","1"
"NM","0.922666666666667","IL","0.999333333333333","1"
"NM","0.922666666666667","NY","0.999333333333333","1"
"NM","0.922666666666667","RI","0.994666666666667","1"
"NM","0.922666666666667","WA","0.985333333333333","1"
"NM","0.922666666666667","DE","0.992666666666667","1"
"NM","0.922666666666667","NJ","0.973333333333333","1"
"NM","0.922666666666667","OR","0.940666666666667","1"
"NM","0.922666666666667","MN","0.865333333333333","1"
"NM","0.922666666666667","CT","0.927333333333333","1"
"NM","0.922666666666667","WI","0.663333333333333","1"
"NM","0.922666666666667","MI","0.719333333333333","1"
"NM","0.922666666666667","ME","0.830666666666667","1"
"NM","0.922666666666667","CO","0.598666666666667","1"
"NM","0.922666666666667","VA","0.638666666666667","1"
"NM","0.922666666666667","NH","0.445333333333333","0"
"NM","0.922666666666667","--","0.484666666666667","0"
"NM","0.922666666666667","IA","0.0786666666666667","0"
"NM","0.922666666666667","PA","0.383333333333333","0"
"NM","0.922666666666667","NV","0.212666666666667","0"
"NM","0.922666666666667","OH","0.174666666666667","0"
"NM","0.922666666666667","FL","0.132666666666667","0"
"NM","0.922666666666667","AZ","0.0133333333333333","0"
"NM","0.922666666666667","NC","0.151333333333333","0"
"NM","0.922666666666667","GA","0.036","0"
"NM","0.922666666666667","AK","0.000666666666666667","0"
"NM","0.922666666666667","MO","0.000666666666666667","0"
"NM","0.922666666666667","TX","0.000666666666666667","0"
"NM","0.922666666666667","SC","0.00666666666666667","0"
"NM","0.922666666666667","UT","0","0"
"NM","0.922666666666667","KS","0","0"
"NM","0.922666666666667","MS","0.00733333333333333","0"
"NM","0.922666666666667","IN","0","0"
"NM","0.922666666666667","NE","0","0"
"NM","0.922666666666667","SD","0","0"
"NM","0.922666666666667","MT","0","0"
"NM","0.922666666666667","LA","0.000666666666666667","0"
"NM","0.922666666666667","ND","0","0"
"NM","0.922666666666667","AR","0","0"
"NM","0.922666666666667","TN","0","0"
"NM","0.922666666666667","KY","0","0"
"NM","0.922666666666667","ID","0","0"
"NM","0.922666666666667","AL","0","0"
"NM","0.922666666666667","OK","0","0"
"NM","0.922666666666667","WV","0","0"
"NM","0.922666666666667","WY","0","0"
"OR","0.940666666666667","DC","1","1"
"OR","0.940666666666667","HI","1","1"
